"code","source_page","view","schematic_x","schematic_y","primary_source_description","learning_note_he","learning_note_en","comparison_code","alternative_he","focused_check","alignment_33","source_conflict_33","review_status","reviewer","review_date","review_notes"
"ST 17","54","torsoFront","372","330","In the anterior thoracic region, at the centre of the nipple. Note: In males, the centre of the nipple is located in the fourth intercostal space.","ההגדרה הראשית משתמשת במרכז הפטמה כציון הדרך. אין להחליף את ציון הדרך הזה אוטומטית במספר קבוע של מרווח בין־צלעי לכל גוף.","The primary definition uses the nipple centre. Do not automatically replace this landmark with a fixed intercostal-space number for every body.","LR 14","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 18","54","torsoFront","372","380","In the anterior thoracic region, in the fifth intercostal space, 4 B-cun lateral to the anterior median line. Note: In males, ST 18 is located at the intersection of nipple line and the fifth intercostal space. In females, ST 18 is located at the midpoint of the inferior crease of the breast.","ST 18 מתוארת במרווח הבין־צלעי החמישי, 4 B-cun מקו האמצע; SP 17 באותו מרווח, 6 B-cun ממנו. קפל שד או קו פטמה אינם מחליפים זיהוי של המרווח המתואר.","ST 18 uses the fifth intercostal space at 4 B-cun from the midline; SP 17 uses 6 B-cun in that space. A breast fold or nipple line does not replace the stated intercostal reference.","SP 17","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 19","55","torsoFront","436","510","On the upper abdomen, 6 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note 1: ST 19 is 2 B-cun lateral to CV14. Note 2: If the infrasternal angle is too sharp and the rib is located inferior to ST 19, ST 19 can be reached by oblique needling.","מרכז הטבור קובע את הגובה: 6 B-cun מעליו. ST 19 נמצאת 2 B-cun לצד קו האמצע, ואילו CV 14 בקו האמצע באותו גובה. אין למדוד את שתי המידות באותו כיוון.","The umbilicus sets the level, 6 B-cun superiorly. ST 19 lies 2 B-cun lateral to the midline; CV 14 is midline at that level. The two measures describe different axes.","CV 14","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 20","55","torsoFront","436","545","On the upper abdomen, 5 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST20 is 5 B-cun superior to ST25, 1 B-cun inferior to St19, 2 B-cun lateral to CV13.","ST 20 נמצאת בגובה CV 13, 5 B-cun מעל הטבור, אך 2 B-cun לצד קו האמצע. ביחס ל־ST 19 היא נמוכה יותר; ההיסט הצדדי נשאר קבוע.","ST 20 shares CV 13’s level, 5 B-cun above the umbilicus, but lies 2 B-cun lateral. It is lower than ST 19 while retaining the same lateral offset.","CV 13","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 21","56","torsoFront","436","580","On the upper abdomen, 4 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST21 is 4 B-cun superior to ST25, 1 B-cun inferior to St20, 2 B-cun lateral to CV12.","כאן הגובה הוא 4 B-cun מעל הטבור וההיסט הצדדי הוא 2 B-cun. CV 12 מספקת השוואה בקו האמצע באותו גובה. תחילה מזהים גובה, ואז את העמודה הצדדית.","Here the level is 4 B-cun above the umbilicus and the lateral offset is 2 B-cun. CV 12 provides the midline comparison at that level. Establish level before lateral column.","CV 12","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 22","56","torsoFront","436","615","On the upper abdomen, 3 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST22 is located at the same level and lateral to KI18 and CV11.","ST 22 ו־KI 18 נמצאות 3 B-cun מעל הטבור. ST 22 מרוחקת 2 B-cun מקו האמצע ו־KI 18 חצי B-cun בלבד; אין לבלבל שיתוף גובה עם שיתוף מסלול.","ST 22 and KI 18 lie 3 B-cun above the umbilicus. Their lateral offsets are 2 and 0.5 B-cun. Sharing a level does not mean occupying the same channel column.","KI 18","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 23","57","torsoFront","436","650","On the upper abdomen, 2 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST23 is located at the same level and lateral to KI17 and CV10.","גובה שתי הנקודות הוא 2 B-cun מעל הטבור. ST 23 בעמודה של 2 B-cun מקו האמצע, ו־KI 17 בעמודה של חצי B-cun. ההשוואה היא בין העמודות ולא בין מספרי הנקודות.","Both points are 2 B-cun above the umbilicus. ST 23 uses the 2 B-cun lateral column and KI 17 the 0.5 B-cun column. Compare columns rather than point numbers.","KI 17","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 24","57","torsoFront","436","685","On the upper abdomen, 1 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST24 is at the same level and lateral to CV9.","ST 24 נמצאת 1 B-cun מעל הטבור ו־2 B-cun לצד קו האמצע. CV 9 מייצגת את אותו גובה בקו האמצע. אין להחליף בין הגובה מעל הטבור למרחק ממנו הצדה.","ST 24 is 1 B-cun above the umbilicus and 2 B-cun lateral to the midline. CV 9 is midline at that level. Keep the superior and lateral distances separate.","CV 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 25","58","torsoFront","436","720","On the upper abdomen, 2 B-cun lateral to the centre of the umbilicus.","הטבור קובע כאן את הגובה ללא היסט מעלה או מטה. ST 25 נמצאת 2 B-cun לצדו, ו־SP 15 במרחק 4 B-cun. הטבור הוא נקודת ייחוס, ולא אחת הנקודות הצדדיות.","The umbilicus sets the level with no superior or inferior offset. ST 25 is 2 B-cun lateral and SP 15 is 4 B-cun lateral. The umbilicus is their reference, not either lateral point.","SP 15","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 26","58","torsoFront","436","755","On the lower abdomen, 1 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST26 is at the same level and lateral to KI15 and CV7.","שתי הנקודות נמצאות 1 B-cun מתחת לטבור. ההיסט הצדדי שונה: 2 B-cun ב־ST 26 וחצי B-cun ב־KI 15. ״מתחת לטבור״ מתאר גובה בלבד.","Both points are 1 B-cun below the umbilicus. ST 26 lies 2 B-cun lateral and KI 15 lies 0.5 B-cun lateral. “Below the umbilicus” specifies only their level.","KI 15","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 27","59","torsoFront","436","790","On the lower abdomen, 2 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST27 is at the same level and lateral to KI14 and CV5.","ST 27 מתוארת 2 B-cun מתחת לטבור ו־2 B-cun מקו האמצע. CV 5 נמצאת בקו האמצע באותו גובה. שוויון המספרים בשתי המידות אינו הופך אותן לאותו כיוון.","ST 27 is 2 B-cun below the umbilicus and 2 B-cun lateral to the midline. CV 5 is midline at that level. Equal numbers still describe different directions.","CV 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 28","59","torsoFront","436","825","On the lower abdomen, 3 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST28 is 3 B-cun inferior to ST25, 1 B-cun inferior to St27, 2 B-cun lateral to CV4.","הגובה של ST 28 הוא 3 B-cun מתחת לטבור, בגובה CV 4; ההיסט מקו האמצע הוא 2 B-cun. CV 4 עוזרת לקרוא את שורת הגובה בלי לשנות את העמודה של ST.","ST 28 is 3 B-cun below the umbilicus, level with CV 4, and 2 B-cun lateral. CV 4 helps identify the level without changing the ST lateral column.","CV 4","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 29","60","torsoFront","436","860","On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST29 is 4 B-cun inferior to ST25, 1 B-cun inferior to St28, 2 B-cun lateral to CV3.","ST 29 נמצאת 4 B-cun מתחת לטבור ו־2 B-cun לצד קו האמצע. CV 3 בקו האמצע באותו גובה. זהו גובה שמעל הגבול העליון של מאחה הערווה, ולא הגבול עצמו.","ST 29 is 4 B-cun below the umbilicus and 2 B-cun lateral, level with midline CV 3. This is superior to the upper pubic-symphysis border, not at the border itself.","CV 3","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"ST 30","60","torsoFront","436","895","In the groin region, at the same level as the superior border of the pubic symphysis, 2 B-cun lateral to the anterior median line, over the femoral artery. Note: ST30 is 5 B-cun inferior to ST25, 2 B-cun lateral to CV2.","הגבול העליון של מאחה הערווה קובע את הגובה. ST 30 נמצאת 2 B-cun הצדה ו־CV 2 בקו האמצע. המקור מזכיר את עורק הירך; הסימון אינו הוראה ללחיצה באזור.","The superior pubic-symphysis border sets the level. ST 30 is 2 B-cun lateral and CV 2 midline. The source mentions the femoral artery; the marker is not an instruction to apply pressure.","CV 2","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
